"incidencerate","medincome","povertypercent","studypercap","medianage","pctunemployed16_over","pctprivatecoverage","pctbachdeg25_over","target_deathrate"
529.1,45331,18.3,0,36.7,8.5,60.1,9.6,180.3
478.1,46682,13.9,0,30,7.5,69.3,13.6,204.5
536.6,29749,29.1,0,39.2,15,47.4,8.3,224.8
485.3,36003,22.2,0,40.9,7.6,52.8,11,205
526.7,51550,20.5,0,35.4,6.5,68.1,14.1,182.8
443.2,33959,22.5,0,39.7,11.9,45.9,6.8,195.6
429,53679,24,0,40.4,8.5,68.3,14.8,148.2
524.4,36644,26.8,0,41.3,6.3,56.1,7.9,227.5
478.2,46701,15.4,83.92938741,40.6,7.2,65.5,13.9,188
472.8,36066,20.1,14.571312,46.6,7.5,57.1,12.1,188.2
479.6,61436,10.8,500.0396583,41.9,5.4,74.3,27.3,173.3
435.2,41035,15.8,0,44.9,7.7,63.4,16.4,167.5
491.9,45807,12.9,18.29524872,47.4,7.7,64,20.1,165.4
478.4,45556,13.8,300.0500083,44,7.7,67.6,15.3,193.2
484.9,50002,13.9,501.8190942,47.2,5.7,64.3,20.6,169.4
436.6,47905,11.7,58.87721158,49.8,4.2,65.3,18.7,170.6
477.6,40120,16.1,0,45.7,9.2,59,11.9,189
507.3,42728,18,438.7918162,41.3,7.8,63.3,15.6,187.5
478.1,36994,20.3,0,49.8,10.5,53.8,11.9,194
451.7,55630,10.5,56.90062306,45.2,5.7,69.4,20.8,173.6
458.3,39001,17.3,0,44.9,9.5,56.1,10.7,200.2
484,46598,15,0,45,7.5,62.1,19.1,180.1
501.5,38057,18.5,0,46.8,9.8,51,13.6,216.7
497.7,55482,11.2,159.0702345,44.1,5.9,72.2,20.4,173.7
519.3,39808,18.5,261.9677917,41.5,10,66.4,9.2,172.2
468.1,86654,6.7,69.12503656,38.4,5.9,81.6,22.5,176
472.3,67766,9.8,216.5731392,39.1,6.9,75.2,20.9,171
444.5,92446,7.2,0,40.6,7.6,82.1,17.4,175.2
465.1,49573,16,0,40.1,8.8,61.6,9.7,185.6
456.2,84500,5.9,89.48439094,42.2,4.6,84.5,20.8,171.1
484.3,62198,10.6,419.9957024,40.1,7.5,72.9,13.9,195.5
420.5,86703,7.2,0,37.7,6.3,82.3,17.2,186.7
481.6,42279,17.5,0,43.8,10.4,61.7,12.1,185.4
435.9,83698,6.5,114.1357074,39.1,5.8,81.6,23.2,155.6
417.1,47441,12.4,0,44.5,7,62.5,10.2,154.8
485.5,79403,8,79.90730752,40.1,6.4,81.9,20.2,169.9
418.1,106871,6.1,165.9147326,38.8,4.9,84.7,30.7,131.9
461.7,53288,13.8,0,46.2,7.2,68.1,16.4,180
392.9,97279,7.2,184.5947952,38.5,6.1,77,26.6,120.1
401.9,71904,10.3,21.98925825,35.8,8.7,68.6,18.1,172.7
429.6,80650,7.5,0,43.5,5.3,80.3,21.6,173.8
423.2,84686,8.6,17.95122652,36.3,4.8,80.2,17.6,181.5
511.9,38376,25.5,0,37,8.2,56.2,9.1,216.5
454.6,54836,11.7,213.2650885,49,6.7,72.1,18.2,161.9
457,54606,13.8,73.53678511,40.4,8.5,68.9,12.3,181
532.1,51927,16.9,224.6751978,35.5,8.8,66.7,16.3,204.3
499.8,55691,11.9,0,49.1,9.9,67.4,18.8,186.8
497.2,41895,23.3,886.0671964,34.6,13.1,56.1,15.3,226
505,64150,8.9,41.99073404,51.3,7,74.2,23,163
464.3,49890,13,125.1681948,45.8,8.9,70.7,17.8,157
430.5,53244,14,0,34.8,4.4,61.1,7.9,189.6
424.8,55139,15,0,42,5.1,64.6,15.4,158
332.2,37935,32.3,44.49041788,28.3,6,36,11.9,139.1
424.5,44110,16.8,0,37.3,6.6,54.7,9.5,173.1
434.9,52548,12,0,39,3.9,61,13.4,193.7
403.5,43379,19.3,83.51998785,34,6.1,63.6,14.4,184.8
480.2,39377,15.8,0,37.6,7.5,59.5,13.1,181.5
345.6,29782,38.8,0,32.3,11.5,27.2,6.4,167.3
368.3,62752,11,0,40.4,5.8,71.4,13.5,152.8
383,55493,13.5,124.9219238,33,2.5,58.4,9.3,182.9
389.3,59904,10,0,39.3,7.5,63.8,12.4,180
417,42753,15.4,0,48.2,8.9,61.7,12.2,167.6
412.1,60738,11.4,0,34.1,8.1,57.7,10.6,158.8
428,41872,16.4,0,41.9,5.6,58,11.7,191.1
340.9,33291,32.6,0,29.2,12.2,34.4,5.3,112.5
321,26336,31,163.4654679,30.5,12.2,32.9,7,126.3
421.4,50818,9.8,0,33,3.8,76.6,14,168.7
377.6,56313,11.6,0,32,6.3,79.3,15.1,137.3
376.1,51735,14.2,157.3069058,25,5.5,78.2,23.9,104.1
433.1,47340,15.7,0,35.1,7.4,70.6,10.7,155.9
428.8,70797,7.2,5.951619287,30.2,4.2,81.5,24.1,119.3
448.1,61976,11.6,0,30.2,5.2,73.1,11,155.5
339,49709,12.9,0,34.5,5.7,73.3,9.7,113.2
399,45666,12.2,0,39.6,8.6,67.1,13.2,105.4
404.1,43344,15,0,39.1,7.1,57.2,17.4,179.8
418,43615,22.1,310.122395,28.1,10.5,63.8,18.7,131.1
392.3,55204,11.4,0,30,3.8,70.6,11.5,136.9
398.9,48456,11.8,0,43.6,7,64.5,15.5,129
361.5,52623,12.9,0,34.9,4.3,65.9,15.4,131.6
380.5,82597,4.6,0,32.3,6,80.6,24.8,138.7
347.2,56772,10.3,3894.418001,34.7,6.2,66.6,15.2,166.4
417.3,62536,11.9,345.8820172,31.8,5.8,73.1,20.8,130.9
261.1,40590,29.2,0,30.6,8.4,45.4,11.2,123.9
383.8,44644,17.1,0,30.5,8.3,69.4,12.7,156.7
417.4,48622,12.1,0,34.1,5.9,66.3,10.2,154.2
432.7,92560,6.8,25.231499,38.2,3.2,81.2,30.6,123.6
489.9,64193,8.1,0,30.7,7.1,80.7,16.8,146.7
365.5,65489,9.6,0,29.7,5.1,72,11.8,133.2
394.9,60957,12.6,62.58638225,24.4,5.5,78.3,25.8,120.4
432.5,65207,7.1,205.7542608,33,4.7,75.6,22.5,114.5
408.4,50169,12.9,141.3863575,34.6,7.7,63.9,17,124.8
366.9,42366,14.1,0,40.3,2.1,68.2,17.1,129.3
417.9,59293,12.3,221.6339346,31.8,6.3,72.9,15.9,134.2
436.9,59089,9.5,0,42.8,5.8,68.2,20.5,173.3
488,44674,14.4,55.07062808,46.1,5.7,61.9,21.5,176.1
476.2,45029,13.9,259.9090318,43.1,7.2,60,16,184.3
463.7,61908,11,632.040748,36.3,5,77.7,29.6,159
492.7,35570,19.6,0,48.8,9.4,55.3,10.7,171.3
450.4,59184,9.1,0,39.9,4.9,67.9,15.4,187.8
548.5,60081,9.1,0,47.1,7.4,69.9,20.4,206.1
461.6,49142,12.6,118.8825045,40.5,4.3,63.8,24.3,173.7
479.7,53025,12.8,34.60327347,45,4.5,66.9,18.1,175.5
438.8,42089,16.2,0,44.8,5.6,54.6,14.4,172
476,44888,13.5,100.4419446,45.5,6.6,65.3,18.1,178.8
467.3,58673,11,443.5951682,43.2,4.8,71.3,23.2,165.8
463.3,49616,12.9,0,45.8,6.8,63.7,20.2,183.7
461.9,51513,12.1,53.82421013,46.8,5.1,66.3,19.8,160.4
479.4,38390,19.4,0,45.3,6.8,61.8,11,216.2
372.9,67083,9.1,113.5256331,38.6,3.8,81.9,25.4,143.8
401.8,45454,15.8,255.1508579,47.2,5.1,69.6,9.9,189.5
522.5,51738,12.9,0,45.8,5,68.7,11.4,216.5
427.4,43998,13.7,0,43.6,6.6,68.8,12.2,183.9
432.6,44397,15.1,0,42.3,6.6,68,10.1,178.9
369.7,107143,8.5,30.54580999,33.9,3.7,85.7,34.5,136.5
408.9,57808,9.8,26.91282935,44.2,4.7,74.9,14.7,167.1
419.3,43852,11.5,0,48.3,6,74.8,12.6,173
472.2,42624,14.1,0,44.8,8.7,71.6,10.6,220.5
401.6,63646,7.8,0,46.4,4.6,82.5,17.7,148.7
463.4,37344,21.9,0,41.7,10.5,60,7.5,165.3
325.8,32083,23.2,0,45.5,10.6,51,6.7,175.8
390.1,38731,22.8,0,42.2,11.2,59.7,7.6,191.8
384.7,46663,14.5,0,42.4,6,70.3,12.3,160.1
503.8,56099,11,0,39.1,8.6,70.1,12.9,201.8
390.6,38474,17,0,46.1,6.7,62.9,10.5,172.5
492.6,49768,13.1,0,48.6,8.2,67,7.2,214.2
434.4,36339,20.7,0,44.6,4.9,56.2,9.2,182.2
497,72972,8.3,74.47413811,38.2,6.8,79.6,22.9,165
417.9,70281,8.2,0,45.7,6,75.4,18.1,197.4
389.7,46551,12.4,4221.838419,47.1,4.1,65.8,11.8,169.4
421.6,62394,11,20.22981065,38.9,7.3,72.7,14.9,187.1
436.4,41409,19,0,44.3,10.1,57.4,10,179.2
356.4,32103,21.3,0,43.4,8.4,57.7,6.5,218.9
414.5,52288,12.1,0,42.4,9.7,71.1,9.7,185.4
433.5,48277,14.5,0,44.8,8.5,67.2,9,183.4
381.8,110507,6.7,153.208537,37.4,4.9,81.8,30.9,126.9
369.4,89106,7.4,43.61606234,41.5,5,80.7,20.5,162.9
372.4,43355,14.1,2875.215641,45.2,5.7,69.8,12.1,138
435.3,64258,7.9,0,41.6,5.2,80,19,176.5
422.8,47419,16.3,0,45,6.2,67.4,13.1,162
456.6,65485,7.7,0,40.1,5.2,75.7,18.4,185.3
403.8,45979,13.5,598.5156811,43.9,4.8,68.7,9.5,189.4
491.8,58900,9.7,26.92297337,43.6,4.7,76.4,14.1,200.4
486.9,86610,7.5,0,47.2,5,81.6,24.3,153.4
355.3,31893,19.9,0,47.6,9,56.6,7.1,196
492.2,36459,25.1,0,42.9,6.4,65.8,4.6,174.7
412.7,39079,18,28.46975089,45.3,7.5,59.3,10.1,178.3
496.6,81940,6.1,106.5612679,41.9,4.4,84.7,23.6,163.7
444.7,62446,11,153.772816,37.9,6.7,76,25.2,169.1
409.3,44490,24.9,0,31.4,13,55.9,9.7,147.7
460.1,36333,24.3,0,45.5,14.6,47.6,10.8,190.6
365.7,49995,19.4,0,37,10.9,66.6,8.1,169.9
405.5,55686,18.7,255.9415207,35.6,10,55,19.8,148.4
420.3,43171,22.3,109.6788346,33.5,7.5,45.8,9.4,147.5
475,94549,8.8,421.0993756,45.4,5.7,78.4,31.4,135.2
396.8,47781,16.2,0,50.6,11.6,68.6,13.8,147.6
452.2,42840,18.8,79.86400301,42.2,12.2,49.3,15.7,167.5
415.9,43818,24.8,29.80015273,30.4,16.2,48,8.7,162.9
408.6,39172,20.2,111.5448968,47.8,8.6,50.8,13.2,160.8
320.8,59181,11.3,0,38.5,13.4,56.7,23.1,102.1
477.5,34971,25.4,0,38.8,17.6,52.7,7.5,192.7
391.8,34445,21.2,214.8535415,41.3,9.7,62.3,10,195.6
413.6,57428,17,73.75005186,33.5,8.4,55.6,14.2,140.8
488.9,71063,9,182.5124951,40.3,7.5,71.8,21.6,170.2
423.9,57118,11.4,182.0443581,49,9.8,66.7,21.6,144.9
418.6,76061,12.9,145.7516241,37.1,7.6,65,24.4,143.8
460.5,75689,8.3,407.5750351,41,8.3,78.2,24.5,153.4
420.3,47964,14,0,51.3,15.2,62.3,13.3,167.2
414.5,56877,17.1,57.17853171,34.5,12.9,56.3,13.4,154.6
452,55803,18.1,239.1205161,35.5,11.8,63.2,19.1,168.9
433,68166,14.1,102.0547013,35,12.2,64.5,13.4,150.4
423.1,51951,20.4,62.02619855,32.5,12.6,54.4,12.3,168
426.3,39922,17.2,512.1638924,40.5,7.3,62.6,9.1,187.9
434.9,66034,14.7,139.1111013,35.1,8.7,66.6,22.1,157.1
428.9,83788,12.1,445.1814027,38.5,6.8,72,32.6,145.1
432.1,51527,20.7,60.59721308,33.5,13.7,57.2,12.5,168.9
443.7,61775,14.5,156.3604962,39.3,6.6,71.9,20.8,149.4
447,100806,7.5,218.2621367,39.5,6.7,76,27.1,140
433,62116,17.4,229.3325299,33.6,8,63.2,19.2,142.3
420,97219,8.5,410.3138406,36.8,7.7,74.1,26.1,135
450.4,64257,16.1,83.89690165,37,7.6,68.3,23.2,145.4
478.8,43661,14.7,5.570006628,42.2,10.3,56.4,12.8,192
312.8,47293,13.8,0,54.5,8,58.8,14.8,158
459.6,41940,22.4,0,36.8,10.9,65.6,10.8,189.1
430.4,38641,21.1,160.7200257,47.8,12.7,53.4,15.5,192.6
472.3,67106,12.3,392.1190941,37.3,11.4,69.2,17.6,176.7
463.4,66949,11.3,213.0854373,40.8,8.1,69.2,21.4,163.1
433.4,50917,18.1,105.8716019,33.5,15.2,54.7,11,164.9
395.8,51827,15.2,0,35.4,13.2,54.5,12.1,155.1
473.2,40782,18.2,0,40.5,13.2,53.1,9.6,174
455.5,34961,19.9,0,50.3,9,44.8,15,189.4
391.5,42360,28.1,0,30.3,12,43.1,9.5,155.2
490.8,49476,14.3,18.61885345,48.6,12.9,64,13.7,159.9
432.7,74967,11.5,43.50197993,37.1,8.6,66.8,20,146.1
503.7,26602,35.2,0,38.7,16.4,48.1,8.2,217.4
428.2,54509,19.5,117.3620761,30.9,9,70.5,19.7,158.9
444.6,41403,21.6,255.0609461,32.1,14.8,52.1,9.9,182.8
420.8,59316,12.9,926.0446496,33,7.9,60.7,15.2,162.4
416.8,38140,22.5,181.8622696,30.1,10.4,53.6,14.3,165.7
429.5,65359,11.2,456.3489548,36.1,7.2,70.3,26,140.1
389.4,44508,14.7,0,49.6,8.2,51.8,23.5,105.2
369.7,36294,20,0,47.6,4.5,51.2,14.3,188.6
322.4,35424,32.3,0,41.1,8.3,46.7,4.8,176.2
409.9,71546,13.3,629.3601192,35.8,6.1,78.3,31.8,124.1
417.3,85885,4,46.10773842,37.5,5.5,82.8,32.8,158.4
399.4,36241,24,0,39.3,7.7,57.7,6.3,170.6
392.2,48840,12.4,0,49.2,5.9,63,21.3,140.8
373.7,52273,13.4,1093.493712,37,9.3,61,17.3,124.5
416.9,69115,8.5,0,48,5.4,76.8,25.9,139.4
326.6,33998,22.9,0,38.4,9.7,45.9,14.5,138.1
307.3,27882,28.5,0,49,14,41,8.3,116
389.1,32570,40.5,0,35.5,27,44.7,7.8,110.7
439.8,48368,14.9,0,56.4,14,51.9,21.9,160.8
396.2,45283,15.6,0,47.3,11.7,53.6,12.7,163.5
439.2,54872,15.9,881.9931287,34.1,6.3,62.1,27.3,163.7
234,44235,15.4,0,39.9,4.6,59.9,16.9,122.2
482.4,54298,14.4,36.82427456,37.9,8.3,74.2,13.4,193.8
424,107250,3.7,843.706477,37.6,4.1,88.9,37.8,128.4
347.1,76661,7.8,93.27488107,35.6,4.4,72.2,34.8,80.8
410.8,83603,5.9,0,45.1,6.7,77.9,22,148.3
451,59286,12.2,173.4692819,33.6,8.4,72,21.9,148.5
454.3,41385,19.1,0,43.5,9.2,58.5,9.4,166.2
379.6,62529,10.2,51.6395559,35.9,6.9,58.2,19.6,126.4
400.2,64752,7.9,0,44.7,4.9,73,20.1,129.8
310.5,59379,10.4,0,42.5,5.7,64.1,26.9,123.2
283.5,48940,14.9,248.9574905,34.3,7.8,69.1,40.4,102.6
454.7,32750,22,0,53.5,15,54.3,14.9,151.5
436.7,70687,8.3,282.923448,40.4,5.9,77.1,26.4,141.7
373.8,42310,13.5,0,41.2,2,64.5,13.3,200.9
389.8,46394,14.9,128.8992008,38.9,5.9,59.3,9.5,161
357.5,46765,16,0,39,5.7,59.7,20,152.5
415.5,60658,10.7,749.7074312,38.8,5.2,70.6,27.3,129.3
395.3,57659,12.8,257.8115398,35.5,6.7,75.7,27.6,134.1
372,39625,17.4,0,45,9.2,56.6,10.5,162.2
372.9,41248,18.3,2159.438546,37.8,6.3,64.2,11.6,147.4
400.5,45439,17.7,0,37.6,9,59,9.8,150.7
414.8,50106,15.4,188.5356837,38.4,8.7,63.2,17.7,153.9
472.9,39904,19,0,40.8,9,62.8,10.1,201
403.9,56193,11.2,0,37.1,5.9,64.1,11.1,164.1
435.9,44163,16.3,0,43.4,9.5,49.9,15.4,147.9
382.1,46336,15.5,73.26723001,44.2,10.2,54.1,15.3,151.4
408,47631,13.4,0,36.4,6.2,62.9,8.9,162
400,33043,26,0,39.7,10.7,46.5,10.7,150.9
307.1,57242,9.6,0,52.9,6.7,69.8,30.8,106.1
402.1,58487,9.4,0,49.4,5.6,71.8,20.4,137.9
414.3,47006,11.5,0,43.7,5.3,64.4,14.8,136
318.5,73274,7,0,43.4,7.7,75.1,42.2,59.7
496.2,57732,12.4,39.51348128,40.6,9,70.5,16.6,173.9
497.3,61259,9,0,45.9,5.2,70.5,25.1,160
507.1,70074,10.7,73.44953823,40.6,7.7,71.6,22.3,161.5
413.9,53953,12,84.98463195,45.1,6.7,73.6,18.8,153.9
442.9,49072,17.7,31.86810852,38.6,10,62.7,15.6,180
415.4,57737,15,18.59980656,35.9,7.2,79.7,21.6,164.4
473.1,84026,8.9,49.20704115,38.5,6.1,80.7,26.2,159.6
572.8,82596,7.1,0,39.5,3,74,26.2,146.9
494.7,90039,6.5,22.98774609,40.9,6.9,83.6,28,160.9
517.7,74576,8.5,25.47056876,42.1,7.9,76.7,22.1,176
488.6,54280,21.5,2389.088586,32.2,8.7,64.8,23.2,178.6
470.3,65217,11.5,69.60021393,39.8,7.8,74.7,21.3,171.5
408.2,36377,17.5,0,56.6,12.2,66.6,9,177
419.3,45308,15.5,0,48.7,10.8,65.8,13.1,154.2
387.2,54232,11.4,8.724100327,40,6.1,72,14.5,166.7
537.3,38121,16.8,0,47.1,9.3,65.7,10.1,179.3
422.1,45743,13,0,49.5,9.7,64.6,15.8,167.7
467.3,36460,19.9,65.52650547,48.4,12,62.9,7.3,202.3
395.4,41624,15.8,0,43.6,8.1,69.8,8.8,182.5
312.7,57235,10.2,0,42.6,7.9,73.7,12.4,155.7
448.2,46061,16.8,132.5017273,42.6,9.7,69.8,12.5,182.3
472.8,48846,11.8,0,48.4,8.4,68.1,13.6,179
479.8,44145,17.7,1189.891099,41.4,9.4,64.9,15.5,179
376.6,46371,15.2,0,40.6,7,66.6,9,170.7
428.1,45916,15.4,461.604896,40.1,10,66.5,13.6,187.7
335,48030,14.8,0,44.1,9.7,65.5,11.5,181.6
483.4,47991,12.6,0,46.7,7.8,71.3,16.9,167.7
451.3,41930,16.1,0,49.1,13.9,60.2,11.8,184.5
441.8,51175,11.3,0,45.2,5.7,67.4,11.4,169.7
424.1,58419,8.9,0,42.9,4.7,76.2,15.5,157
451.5,39408,15.6,0,52.4,7,65.3,14.1,195.8
441.2,47985,14,194.6093218,42.2,5.6,66.2,9.1,173
446.1,56365,10.6,236.5212455,39.1,5.5,77.2,15.6,164
434.3,45158,13.1,0,44.4,7.1,66,9,174
470.4,53945,15.4,100.9279434,37.4,9.7,69.8,16.3,188.1
422,56160,8.9,0,43.5,4.7,78.6,11.9,126.7
457.2,49790,12.6,676.7502453,35.4,5.4,76.9,19.5,160
423.2,52260,11.7,0,41.4,3.6,71.8,12.2,166
448.8,40968,15.9,1404.567445,47.2,8.2,63.2,10.3,165.9
498.7,48881,10.9,0,46.1,6.1,74.7,10.9,184.4
440.1,48430,10.8,350.8508132,44.2,5.7,75.2,14.2,165.9
478.1,54400,9.9,1037.771955,40.6,5.7,75.6,16.1,153.9
466.3,43701,13.4,1858.917914,47.2,7.5,69.6,9.9,182.8
471.9,43661,13,0,48.6,7.6,68.8,9,217.8
478.4,36774,29.1,0,31.6,14.8,33.9,10,228.8
494.3,42946,22,486.5646552,34.2,9.3,60.2,19,189.9
459.2,52978,14.4,0,39.3,6.5,69.4,12.4,179.8
483.9,52776,10.5,988.3798584,45.4,5.5,73.1,10.4,184.3
514.4,49040,12.6,2755.363118,49.9,6.3,71.8,15.5,185.3
464.9,59377,10,120.0578461,37.8,3.9,78.5,19.7,153.4
484.1,77364,5,330.1081389,43.8,4.5,85.2,30.3,161.9
387.6,53828,12.1,411.5226337,45.2,4.6,70.5,12.2,163.1
278.5,68471,10.8,24.45645528,35.9,3.6,79.4,19.1,149.8
321.4,52411,11.2,0,44.1,6.8,69.5,13.3,168.1
414.5,52075,15.4,894.7846836,36.2,7.2,78.7,19.6,155.1
451.2,42659,13,0,50.5,4.6,67.5,12.2,170.1
491.6,54782,13.1,287.0617183,39.7,8.4,70.8,15.7,166.8
420.9,44026,13.5,0,44.1,4.8,68.9,10.7,168.7
455,51237,14.9,12.3878896,38.9,8.5,69.7,13.4,186.8
484.9,39999,16.9,708.0147267,47.5,5.9,60.6,10.1,195.2
315.2,75920,4.9,399.9405803,37.6,4.6,81.8,22.8,163.8
420.9,50243,11.9,0,40.9,5.5,71.9,15.3,176.8
483.8,40701,17,0,49.3,9.8,57.9,14.6,208.5
457.1,47841,11.2,0,44.3,5.4,68.9,10.5,168
481.7,55335,9.1,597.0459206,41.3,5.8,76.8,16.1,166.9
412.7,48683,11.7,0,43.1,5.5,69.4,9.3,131.8
452,50266,12.2,0,40.7,3.6,74.6,13.2,161.1
415.9,46943,18,0,42.3,4,63.6,13.5,168
572.8,41211,14.8,187.0295039,52.6,8,65.6,16.7,177
492.4,52852,13.7,165.3632154,38.9,7.2,73.3,17.3,185.6
472.2,42079,13.4,0,49.2,6.6,64.8,14.1,209.5
467.5,69346,5.9,44.88531801,42.1,4.5,82.8,20.9,153
474.7,76584,5.8,534.6946188,42.8,4.2,84.6,27.5,155.3
472.2,52850,10.4,0,44.4,5.7,73.5,12.6,189.4
432.3,46835,13.9,0,47.9,7.2,67,9.8,181.1
483.9,52711,12.1,176.9431305,37.7,4.7,76.3,18.8,172.9
452.9,51003,11.3,2178.797576,43.4,6.6,72.8,12.9,156.6
397.6,42838,24,0,26.6,4.7,79.8,27.7,128.4
416.6,50437,10.7,0,41.2,4.4,65.3,14.5,159.8
436.5,79358,7.1,0,32.7,4,77,14.7,215.9
426.1,58225,12.3,64.27148274,39,4.3,71.2,13.6,151.5
434.9,63166,9.3,0,40.3,5.1,74.1,12.4,196.6
280.9,59701,8.4,0,43.4,4.1,73.1,12.8,152.2
409.3,48624,14,0,38.2,7.8,59,14.6,169
392.1,45721,14.3,0,42.9,6.8,67.1,14.1,159.5
484.2,44427,10.9,0,49.6,3.3,65.1,13.1,163
412.7,51434,9.7,0,44.6,3.6,76.9,16.5,147.8
438.5,57192,10.8,175.0393839,36.7,5,74.6,17.8,156.1
365.9,63575,9,0,38.1,6.4,77.6,15.7,143.3
451,57427,10.4,462.4108642,36,5.1,69.6,14.5,168.2
436.8,45251,14.7,0,43,1.6,67.9,17.5,180.6
411.3,55354,10.8,1402.764472,43.6,3.8,71.4,17.5,152
416.9,49713,13,0,47.9,2.4,62.6,14.7,141.5
458.1,54716,9.9,1499.550135,42.2,3.4,73.9,19.3,168.7
352,77222,6.8,0,38.1,5.4,76.1,17,126.9
403.5,72604,9.8,0,33.6,5.4,74.2,13.8,141.1
402.7,75348,7.7,0,38,2.6,77,37.8,136.9
359.3,56800,10,0,34.6,4.4,71,13.9,132.8
448,50802,12.6,0,43.4,6.8,66.8,15,182.3
397.1,55520,13.2,0,42.1,5.2,73.4,12.9,182.6
467.5,36544,20.5,0,43.2,8.9,58.5,10.5,157
415.7,44811,17,0,36.4,9,56.2,7.6,210.5
355.4,39615,23.6,0,36.9,12.6,54.9,5.6,171.2
541.3,33650,24.8,185.373992,40.4,9.4,55.3,9.9,225.1
443.1,46288,19.8,43.08487721,41.8,10.1,56.9,13.3,179.8
502.3,38454,23.6,551.6877941,33.6,10.3,56.1,16.1,175.5
554.1,22640,44,0,33.5,19.2,34.9,8.5,239.7
560.9,25562,40.3,0,35.3,26.8,33.5,7.8,220.9
448.4,37096,39.5,0,44.3,11.6,36.6,4.4,257.8
487.2,38366,17.2,0,39.3,9.3,61.2,8.8,193.2
486.8,48018,15.6,141.4177126,37.8,9.1,62.3,12.1,193.7
468.1,35019,22.7,0,41.6,7.9,52.3,9,194.1
491.8,26408,38.5,0,34.8,15.9,43,6.6,199.1
464.5,28271,29.8,0,43.1,12.9,46.4,9.7,216.1
446.7,37367,24.4,0,36.6,7.4,52.2,10.4,178.6
432,33015,28.2,0,38.3,10.1,49.6,7.9,171
441.6,40797,25.9,112.8795575,28.5,8.4,73.5,21.7,168.3
444.2,51389,14.2,16.49675014,34,8.5,65.5,23.5,163.5
438.8,38869,21.7,0,37.5,9.6,58.4,12.1,161.9
527.4,38471,22.3,0,40.7,10.8,56.4,8.5,211.9
475.7,32239,27.1,0,34.8,10.5,48.6,8.4,236
517.1,43374,19.4,246.1899179,36.5,7.8,61.8,14.1,249.7
511.5,26439,40.1,0,32.9,16.3,38.9,11.5,234.6
478.1,36118,21.6,86.58258536,37.7,7.5,57.7,9.3,212.5
445.6,39937,23.6,150.7285212,36.3,12.6,57.5,14.2,185
460.5,66671,13.1,19.33020828,37,5.4,75.2,26.7,292.5
462.7,33428,30.4,0,39.1,10.4,48.3,8.7,205.5
438.7,37554,21.5,27.84274418,39.6,8.4,51,9.6,213.6
501,36810,20.1,0,40.6,10.9,58.5,9.9,174.3
473.8,31963,24.7,0,41.7,8.5,53.7,10.6,194.5
419.5,37686,20.7,0,35.8,9.8,55.3,9,181.3
457.9,35185,22.3,0,37.7,10.6,58.2,10.6,185.3
423.5,28730,31.3,0,36.8,19,41.5,7.3,204.2
425.4,34429,29.9,100.4016064,25,13.3,70,21.7,147.8
478.6,34526,25.9,0,36.5,10.3,51.5,10.7,224.4
495.5,38465,19.3,0,40.7,12.1,55.9,9.6,208.6
492.4,32459,22.6,0,40.1,12.9,48,6.1,202.6
506.1,30078,30.5,0,36.7,9.5,50.8,10.1,215.8
468.2,40198,17.7,0,37,6.6,56.6,9.5,180.8
428.8,34794,22.3,0,39.2,10.2,51.4,6.9,203.2
432.5,26204,36.2,0,38.5,25.3,33.8,9.5,254.5
483.7,58368,11.1,6.709653178,36.9,5.4,73.1,18.7,157.3
535.9,32049,26.9,0,36,13.1,48.5,7.7,211
543.8,27877,37.4,0,38.5,22.1,41.7,16,215.1
461.8,34338,25.9,0,37.7,10.9,49.4,8.6,183.7
376.2,38975,20.8,0,40.1,4.8,56.8,8.2,200.5
506.8,41136,19.5,0,36.8,9.7,55.8,10.4,214.2
463.6,29227,34.8,0,34.1,20.1,42.3,9.5,230.1
447.4,28456,37.4,0,36,19,47.6,5.2,235
474.6,40975,18.5,0,36.7,10,60.6,11.3,215.5
415.1,37026,19.1,0,38.4,12.2,56.9,7.4,175.7
445.6,35550,17.7,0,42.8,10.5,57,7.2,184
523.3,30689,27.9,0,32.2,12.4,46.6,12.3,236.9
461.3,37667,15.9,70.35069823,38,10.7,55.6,8.1,149.4
402.1,31607,26.4,0,39.4,11.1,50.4,6.6,202.5
469.1,40397,21.7,0,37.9,8,58.7,13.9,192.1
496.1,30292,35.1,41.55412425,36.2,21.7,40.6,12.3,241.1
431.7,35425,24.7,0,36.7,9.4,49.2,8.8,209.4
549.9,34073,22.1,0,41.1,11.2,55.6,12.1,214.5
437.7,27596,32.5,0,36.8,9.7,42.3,10,219.7
474.4,34403,26.3,0,40.5,12.3,54.1,12.3,181.7
561.9,34494,23.4,0,41.5,5.7,55.4,5.5,235.8
493.2,30313,34.6,0,35.8,19.8,41.7,9,207.4
420.1,35425,26.9,0,27.9,7.9,73.9,15.2,162.6
344.4,56309,10.7,0,42.3,5,78.1,14.4,156
372.9,45997,12.2,0,47.1,4.3,69.8,15.8,222.4
482.6,41302,17.2,76.6400981,39.2,8.8,64.3,7.4,196.1
419.6,38139,20.2,0,43.3,11.4,57.6,9.5,172.8
382.1,37581,19.1,0,41.1,6.5,63.9,12.1,172.5
454.5,41462,18.4,0,41.9,6.6,66.3,7.7,211.1
500.6,33236,19.5,0,52.5,10.2,56.5,7.7,209.6
468.7,39033,20.1,0,43.1,4,58.5,7.4,190.4
